reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
3fd5f87a-170e-43f8-8c70-bc5ea537ccbc,Amadou Oumarou,https://play-lh.googleusercontent.com/a/ACg8ocJnyEyi9bZb4U3Izhv0viRdugB7zB77lJpS2cbiKC3FNj1TsA=mo,good,5,0,1.2026.013,2026-04-15 09:34:32,,,1.2026.013
cd8d09c7-63ee-40a2-a20b-ec6d0c621737,Anand Kumar,https://play-lh.googleusercontent.com/a/ACg8ocJRHdLkH6LAnQbnMb4cCo9Icjp02Bl37w8581kJWIMo9AEX3Q=mo,nice tool,5,0,1.2026.090,2026-04-15 09:34:21,,,1.2026.090
a84f6bd6-116e-44ff-8c17-4de6c5dd171e,Sanjay Solanki,https://play-lh.googleusercontent.com/a-/ALV-UjXnYRejsvusJxiO0Vuzl7ezX5uQqRg06Tp6lY9rq5BZzbWY5wHK,good,5,0,1.2026.076,2026-04-15 09:33:58,,,1.2026.076
17ed955a-7301-4576-9e24-123d2d7b88be,Shyni,https://play-lh.googleusercontent.com/a/ACg8ocJfr7PoKb8nlalRPNyKP08Cwh8uzBqiJR2HQhm_B9Dh7fSYcQ=mo,Good Proson,5,0,,2026-04-15 09:33:54,,,
c31757c5-accc-444e-9d36-4e201a57fb3d,Ujjwal,https://play-lh.googleusercontent.com/a-/ALV-UjXMQUCgLux-PRqm52PFmEGwuWSWz9gtf07K3wWsxi3pv3SeXx4,excellent,5,0,1.2026.097,2026-04-15 09:33:26,,,1.2026.097
d32eaf93-314b-4202-8a63-57252785667e,VARVADHU JODIDOTCOM,https://play-lh.googleusercontent.com/a/ACg8ocIInsr-e1cXXgrcYvfeMfDsz4eiE5IsH3DO5WdvZ7sbQ0lt5w=mo,nice,5,0,1.2026.097,2026-04-15 09:33:16,,,1.2026.097
10f433ec-e981-454a-844c-fa91a2fd230f,Fg Hacker,https://play-lh.googleusercontent.com/a/ACg8ocJnKtZIRGVH9YACFq1cXfDXcCbTesi75ibIa9AZBTE8XcO0Og=mo,nice app kirpaya mujhe 170coin clam karne ka option Dede mai #flipdaimond aap se yaha aaya hu thank you and play you #flipdaimond app,5,0,,2026-04-15 09:33:14,,,
578234cb-60e5-401e-9353-cf0b8f9c000e,Sachin Chawla,https://play-lh.googleusercontent.com/a-/ALV-UjUJDadcULEceGXYQH1tcyQIayFDrt57qMc_3VaEdNJeaoHEGZ_X,Good,5,0,1.2026.097,2026-04-15 09:33:08,,,1.2026.097
08056fe4-e11e-4700-9ffa-ee74244d3a36,Sally Kapachika,https://play-lh.googleusercontent.com/a/ACg8ocLscOUWhJTPE_mf_zie4wHVj99pLax3sdV1tfTTkY26sfyQow=mo,upgrade it's coding skills,1,0,1.2026.097,2026-04-15 09:31:57,,,1.2026.097
d172f9dd-9a21-47ac-829b-8b4c7d72f7b7,Teena Jatiya,https://play-lh.googleusercontent.com/a/ACg8ocL1Td_sOgt9f-3NHPGLagUfv7mkhLWEZ2HX8OxvhgVrfPA8kA=mo,chatgpt is best,5,0,1.2026.097,2026-04-15 09:31:53,,,1.2026.097
0db2475d-50e7-4205-a953-201420ce70f2,Zikry Imad,https://play-lh.googleusercontent.com/a/ACg8ocIF1gwtpgKlyZ7ULCKICVol9vt_r11VtItwhcSaG8QjQU-0bA=mo,ok,5,0,1.2026.090,2026-04-15 09:31:13,,,1.2026.090
3a4cc486-2474-4bef-861d-3273f843fe5f,Tanaka Mereki,https://play-lh.googleusercontent.com/a/ACg8ocJNzu7Ee8ylu_hwl_6bLpRmh5ZG2LPrfP-5XLrBNZjnsYHkbg=mo,it's great 👍,5,0,1.2026.097,2026-04-15 09:31:06,,,1.2026.097
61cabd70-e8e1-4e3a-bc77-a5721af89c16,Sukhvinder Singh,https://play-lh.googleusercontent.com/a-/ALV-UjXrz_5qVudYp5UayusDBEdtjEFiVrqLB-TpyZwx8VVgZPiEHz_A9A,best app,5,0,1.2026.090,2026-04-15 09:31:05,,,1.2026.090
47c4dd22-ffe7-44c7-807f-f9dfa8955f43,shikha kumari,https://play-lh.googleusercontent.com/a-/ALV-UjVOSEMq-U_HVcdqQwQDXT3N5c74jU0qO9w4bNqRba325NqinOk-,very good a,5,0,1.2026.090,2026-04-15 09:30:51,,,1.2026.090
0bcfc5c0-2dc9-4081-bac9-de9482772c31,ffbossff ffboss,https://play-lh.googleusercontent.com/a/ACg8ocLgQKwXw2-Vm_pGpfLyx8U68_onTH6Xc0jxoBylGxgPmSUc=mo,❤️,5,0,,2026-04-15 09:30:22,,,
cc9a4535-717d-48f7-8b0d-3c008e68dca4,Bhavya Patel,https://play-lh.googleusercontent.com/a/ACg8ocIcXh1yfXV0Det4in7x2FPBMu3ZCOcMXIUfCSXjJI9vLO9Nlg=mo,1 number,5,0,1.2026.097,2026-04-15 09:30:05,,,1.2026.097
30d15ff4-112a-4d1a-bc52-7a8ef1b1c073,Rick Persaud,https://play-lh.googleusercontent.com/a/ACg8ocLFOCh2wqIPVJdL56k_Hoa3H-Mt4yGrb4ba5ZoTxuyiHS400oM=mo,Chinese,5,0,1.2026.097,2026-04-15 09:28:58,,,1.2026.097
988954a8-c5a3-47ee-bfb7-94524f20907c,Niharika Das,https://play-lh.googleusercontent.com/a/ACg8ocIYPYGzSTPGipLBzM0hwDfdQ4Y0-nywoKfbP81tO64H57LO9g=mo,very good,4,0,1.2026.090,2026-04-15 09:28:13,,,1.2026.090
6cc25c0a-8a16-4d3e-94b9-546743dd37ff,Kalimuthu Kali,https://play-lh.googleusercontent.com/a/ACg8ocLoTuR2NbShSyTY3Vb__2KGCTiFOZzgvrznNUdmc0X6D-L3=mo,useful app,5,0,1.2026.090,2026-04-15 09:27:56,,,1.2026.090
baa2436d-34fa-478b-8cea-1658d630d0cf,Khan Saab,https://play-lh.googleusercontent.com/a/ACg8ocKNtnE0mOgrMLlKEQ9PDVrZyogg0TacuGWK42DL1R4lckDPNg=mo,good app,5,0,,2026-04-15 09:27:26,,,
57be6e8f-8b0d-4e98-abaf-e460ac181f44,CARDO MASTER CARDOLITO,https://play-lh.googleusercontent.com/a-/ALV-UjWHuOrohtg_pbxsvXNJTbvT5fCBjgxoLtUEswriONh-pZJSVNoE,gooooooood ai is the best one,5,0,1.2026.097,2026-04-15 09:26:49,,,1.2026.097
560ad406-2937-4a7d-9b53-69e3f26908fc,Elsie Asogwa,https://play-lh.googleusercontent.com/a/ACg8ocLm8FmTgFcZhC1aoK8WPfuDLNWBLxinyXacGdp1SrNGUe4Xtw=mo,It's an amazing app and educational as well. I recommend it for everyone,5,0,1.2026.027,2026-04-15 09:26:24,,,1.2026.027
1b803ad6-29a5-4302-8d1d-fa230a4a58c6,SADIQ x,https://play-lh.googleusercontent.com/a/ACg8ocI6BzOFg2yX16jukllF4aO5xoq0EBlzrTx5iiitDMk680sZOw=mo,গুড গুড,5,0,1.2026.097,2026-04-15 09:26:03,,,1.2026.097
fc8db7e9-e240-421d-ac34-c9c2ec7e4f9a,Mat Lip Channel,https://play-lh.googleusercontent.com/a-/ALV-UjWSW5WFv8699qyFmWR3S0R79XZa-jOrd7ITzN6vBQAaOeEy5eE,good,5,0,1.2026.090,2026-04-15 09:25:58,,,1.2026.090
cd2e25a0-a0f8-41eb-9a16-c2f6c9108c0e,Varoon K Jeswani,https://play-lh.googleusercontent.com/a-/ALV-UjVBE5cElCFKsZd61-KjYOdSkW5Fp94SwMoOCdAVZ3DBTzqTXSw,ChatGPT 😎 most powerful and reliable AI tool,5,0,1.2026.062,2026-04-15 09:25:50,,,1.2026.062
30bc93a3-2f83-467d-a6f2-6200fe6b14b4,Gladys Happie,https://play-lh.googleusercontent.com/a/ACg8ocL2O_woTrRzyhCBQGBJeCSzeBoN56Hk9XkZDeinUWarLe-Vig=mo,"Happie,",5,0,1.2026.076,2026-04-15 09:25:49,,,1.2026.076
77e1efe0-a271-4ff0-a92f-2b8d32d561ff,Sukhvinder Singh,https://play-lh.googleusercontent.com/a/ACg8ocIktU6ZMdIXzsiWaeVliQ3iWp3_AiaBm9tpuAPXDfGsOZJd=mo,it's very useful and benefit app for all persons male or female,5,0,1.2026.090,2026-04-15 09:25:46,,,1.2026.090
e75bbd39-677d-4bd1-a684-97a8ab6fc31c,Sadhuram Deora,https://play-lh.googleusercontent.com/a/ACg8ocLUvian2IIXMt8LC9EDT_C1t2nuSlNBLsdtV7ak8mpVv8Hc4A=mo,best app ever I use as AI,5,0,1.2026.097,2026-04-15 09:25:15,,,1.2026.097
40209176-2b7c-44d0-bf5e-9a4c1d2d310e,Farhat Faisal,https://play-lh.googleusercontent.com/a-/ALV-UjXViCEQW7tY0YRJoKO7PXzKqTMuAra1EbcWUhUBTbMkgfT0O738,Best A.I,5,0,1.2026.090,2026-04-15 09:24:39,,,1.2026.090
595dc043-9e66-4508-b314-94293d3b55d5,suresh vaghela,https://play-lh.googleusercontent.com/a-/ALV-UjVoi--CoSTwTQ8nNtyCbxRm3DRMUVc1-gbMO81vQzm_5-JrRuHg,I so like it,5,0,1.2026.097,2026-04-15 09:24:39,,,1.2026.097
f7b7ddf2-c25d-4a2c-b962-c6374f4af00c,Adizue Blossom,https://play-lh.googleusercontent.com/a/ACg8ocICq0qDET8rWv-kBkugHCEY2KsO3Ivlh0LvnAlad04-Ns0VpQ=mo,this app is the best,5,0,1.2026.069,2026-04-15 09:24:30,,,1.2026.069
36d3b29a-59ba-4ecf-a9a7-fdb125dff948,Sudam Sahu,https://play-lh.googleusercontent.com/a-/ALV-UjXkafUddR3gvkA4JeQQT2oviZNaaJIkUD9QMUzWcFSFFaKs8E3teg,good 😊👍,3,0,1.2026.097,2026-04-15 09:24:16,,,1.2026.097
d1e7c332-c6e5-4ba3-b4bd-da8ec3fe9652,Minsar Ali,https://play-lh.googleusercontent.com/a/ACg8ocLUPB-DR_xXwhtC0bISiIMBKygkZFg_caC5VK0UW_BLFDPr-Q=mo,I love chatgpt and I use it regularly. and it is very human-like. best app ever,5,0,1.2026.090,2026-04-15 09:24:04,,,1.2026.090
a37bbeb0-0771-4498-8a2d-ad463558008c,Lotus_ Rohini,https://play-lh.googleusercontent.com/a-/ALV-UjV_lcqmMq9ghv5DVVNqmq95kuCbEJXlKvt42Yh8QK1rorugfL-n,"I Love ChatGPT, this app reduces my time and gives a Professional solution for each and everything. Ask whatever it gives a Professional solution.",5,0,1.2026.076,2026-04-15 09:23:57,,,1.2026.076
a88b7862-5a78-4f38-af57-9972a7a4caa1,Dauda Bello,https://play-lh.googleusercontent.com/a/ACg8ocLw8ENGjSQgq15F9Cix8Z5lJ9Suh5pTJL1nKtKT0MbmNUb7pw=mo,i can't rate it more than 3star ask me why,3,0,1.2026.090,2026-04-15 09:23:52,,,1.2026.090
3ec07d4f-e4ca-4ec2-befe-3ac07843a33d,parthiv desai,https://play-lh.googleusercontent.com/a/ACg8ocIS8HOXMhxHLrIIje1I0pwHV47Brv7bfQ3L9UGNp_zL6N90iQ=mo,Its great to use chatgpt daily and to get knowledge. it mostly give unbiased information.,5,0,1.2026.090,2026-04-15 09:23:18,,,1.2026.090
59fc1e60-9cde-43c8-a7fc-a7a8bacffc2b,Mohammed Hussen,https://play-lh.googleusercontent.com/a/ACg8ocJRiY0Zr1aM6-RZnUlj4hKvt7wDIP4sTh3GaxauS8ZGZu5MHw=mo,very goode,5,0,1.2026.090,2026-04-15 09:23:14,,,1.2026.090
01ca58e9-8ffb-4540-b2c5-ff1dd0db371f,CHANDRAKANT KUMAR,https://play-lh.googleusercontent.com/a-/ALV-UjWFMg6cTidwfdu_uzqrL-AJ2UzhlwUxx_7nuGViehePCcfrB8kE,good,5,0,1.2026.097,2026-04-15 09:22:14,,,1.2026.097
6e8fc7fb-ddc4-41ed-84ba-f404b7886adb,Vikas Tyagi,https://play-lh.googleusercontent.com/a-/ALV-UjWZsHDrKKDeSSYyE-Vu8EJfEtIq_AE5OqA8AQw60pOeEqlB2kI8,super,5,0,1.2026.090,2026-04-15 09:22:14,,,1.2026.090
fdcb4f4e-1226-4d7b-b308-1b15b293cd7c,Gamer Of life,https://play-lh.googleusercontent.com/a-/ALV-UjXR8Z9sjsOAH1wFvtwGICkBA7Qnac8LIhZRjKM6SKZN5wldOsdZ,very good and it gives and its suggest many ideas towards and I love it 😁❤️👌 everybody can try this.,5,0,1.2026.097,2026-04-15 09:21:54,,,1.2026.097
f58881f9-c660-4279-a946-b4e7377552c8,Vineet dwivedi,https://play-lh.googleusercontent.com/a-/ALV-UjWgp7wZXSw8WgA6XLsEA_SCRwNaZWegIkaK6rGxT8zv7srIKWejUQ,very good,5,0,1.2026.097,2026-04-15 09:21:50,,,1.2026.097
d6e5e268-1fbc-49ac-9716-a6fa560bb0df,Nagaraj Raj,https://play-lh.googleusercontent.com/a/ACg8ocKx6KHDyn26qpg2G_Zu69YyTINzAjXpUt_EPjuWf1GQkjVXjA=mo,supper,5,0,1.2026.097,2026-04-15 09:21:23,,,1.2026.097
175b2058-91bf-4977-89f2-0243100355c6,Fatima Muhammed,https://play-lh.googleusercontent.com/a-/ALV-UjWKpKdNKdAFlnhH16BUqgq_VVPWIrawAJgtSXS0eBJ59DOhxxnQ,nice app,5,0,1.2026.090,2026-04-15 09:20:56,,,1.2026.090
24edc4c7-f571-40e5-8aac-78d7b08d08e0,Krisna Krisna,https://play-lh.googleusercontent.com/a/ACg8ocJUz3Uc8m6ilRBKeWp1OIFudcm-orQvG0oqODptJ2oNLJDsnw=mo,it's very helpful and feel like a nice friend,5,0,1.2026.097,2026-04-15 09:20:40,,,1.2026.097
d82e1bc8-e9c5-488d-ae73-171b681a0012,Prince Kaithwas,https://play-lh.googleusercontent.com/a/ACg8ocIrdZM7t60MJsZHk6gQ5NLk4-qYhlw17yRJbpb2Sp8cGV0p9Q=mo,"This app always does what it wants and it has to be made to understand the same thing again and again, otherwise it is one of the best apps in my phone.",3,0,,2026-04-15 09:19:46,,,
1f9df920-b5b9-47a7-8db7-3326130d3b11,Ajay Yadav,https://play-lh.googleusercontent.com/a-/ALV-UjWodmh_DD4xMqGkb_W-lqh-PpA2afQRMs-hjBSZSp_fk1nxhMfs,good aap,4,0,1.2026.090,2026-04-15 09:19:35,,,1.2026.090
c929f3e9-0ffd-4025-9280-b71f1333d857,Serenity Shania95,https://play-lh.googleusercontent.com/a-/ALV-UjXEWcg_ExJB-wORFz3Vyp_tAqdynuppmzuetxFBVwkwEV_Em5Y,"It's the best app with the most correct information, it's enjoyable but I hate that it has a limit for chat, I can't chat longer and I have to wait like almost one day.",4,0,1.2026.097,2026-04-15 09:19:22,,,1.2026.097
257cf322-d2fd-4136-bfcd-af381e17dcdb,Anika Banka,https://play-lh.googleusercontent.com/a-/ALV-UjWnXPeZXUads_UT1Q1HBmbtCb7TLo5rukLCe0FZbJzaC-IrmDjm,it is a useful app but it doesn't give accurate answers. Some of the answer are not given correctly here.,3,0,1.2026.097,2026-04-15 09:19:08,,,1.2026.097
a18e7106-e4f0-4f82-bb29-3643f80b9b78,Sajan P,https://play-lh.googleusercontent.com/a/ACg8ocKVr3FRY2EdzlP0_zttNqLRDmdOVm7GOp7m852ujNDB7EUn_4o=mo,supper,5,0,1.2026.076,2026-04-15 09:18:14,,,1.2026.076
6509b582-6078-401e-b7fc-1ee2a0e1fd78,Dc Tarar,https://play-lh.googleusercontent.com/a-/ALV-UjVfuXiY1pEuEuJCBsPE0EUSYBv4T618slfVL9KZ8p5aVS8G4Bw,I love you GPT,5,0,1.2026.090,2026-04-15 09:17:54,,,1.2026.090
5451414f-8b03-4fe9-aa55-83b9924cb4e8,Tukaram Lamani,https://play-lh.googleusercontent.com/a/ACg8ocK-VKRNxHH4wsgYJrRZdExpRWi-9fug7_kZ12ohpKCv-Jj6SA=mo,useful,5,0,1.2026.097,2026-04-15 09:16:36,,,1.2026.097
ff1a1082-d7bc-449e-92d5-7f5853b69396,Tahir Khan,https://play-lh.googleusercontent.com/a-/ALV-UjVtVS21cktW3awji6LBfVTy9Ugo0jW2kXY615bdahhwGii_9Jxa,video banao,5,0,1.2026.090,2026-04-15 09:16:22,,,1.2026.090
b788b4e1-ee07-4084-aa01-603ec376f561,EcoBoss,https://play-lh.googleusercontent.com/a/ACg8ocJF9SkpU9mzjZLtrCkwFcNu1f_q6jVazuaqK-Bo54-KLu6peA=mo,best app,5,0,1.2026.090,2026-04-15 09:16:21,,,1.2026.090
76b05203-b309-417e-8b3c-3bf9a0eeca95,Anjali Yadav,https://play-lh.googleusercontent.com/a/ACg8ocLkSqNVEFQkJOXigc_j1H-NEKyEkJRCcy9OW8h-zyRO0wgSeg=mo,you are my best friend you can not f eel me alone l like you very much always time help me,5,0,1.2026.069,2026-04-15 09:16:16,,,1.2026.069
80312a3c-7ec8-479e-be42-bac735b25d5d,Jagan Nagwanshi,https://play-lh.googleusercontent.com/a/ACg8ocLxKc2fsB93yzr3gOk5DweqzE2XuD6nScchUKClGJbYO_pvrw=mo,wow,5,0,1.2026.076,2026-04-15 09:16:16,,,1.2026.076
f2bc9023-d224-4928-91ab-93a4174327f5,Teddy Mwenda,https://play-lh.googleusercontent.com/a-/ALV-UjWmc_dTmpZ-RpgrI5y3WGV1k8NMfGCRjmXvnUPuxhDZldyL2i_G,remove the pro mode p,1,0,1.2026.090,2026-04-15 09:15:53,,,1.2026.090
d274bd50-25a6-4aaf-8e79-53509b02e7c0,Malathi M,https://play-lh.googleusercontent.com/a/ACg8ocLorrobPggiVb3s72zZs-y2WCUj1XhTcoAv-cdCua08H0Io7w=mo,Very nice app we can do any editing in this app and it is very useful,4,0,1.2026.097,2026-04-15 09:15:38,,,1.2026.097
f184b76e-bfc2-4810-a873-e8d1c849b774,Samuel David bahati,https://play-lh.googleusercontent.com/a/ACg8ocKD69cOOVjDrB5dgI0vAkDQxC5PnrA8YniOkVCYMsMiJW4AQw=mo,Nice apk ever,5,0,1.2026.069,2026-04-15 09:15:31,,,1.2026.069
3147ae40-40fb-4dac-a60c-003b9b781c28,Vandana Yadav,https://play-lh.googleusercontent.com/a-/ALV-UjWaBWQxzAUdfvUhCmRXwGgui1Ky037yKy4I426-EFWm7ND0gav_,very good💯,5,0,1.2026.090,2026-04-15 09:15:22,,,1.2026.090
fa90a50c-5d7b-4cf8-b349-d1ec9931d970,Gudibandla. Subbarao,https://play-lh.googleusercontent.com/a-/ALV-UjVuUw0FFbi7PQWSNyw_hFfmJFYlmmDfJFc730ydZzgu4nATUt9RiQ,it's very good and useful for students and all members,5,0,1.2026.083,2026-04-15 09:15:12,,,1.2026.083
bcb87ba8-728b-4fb3-a2fc-bcc9cf2037b2,Kabiriyel R7,https://play-lh.googleusercontent.com/a-/ALV-UjWh6kP7VdJhLnWs75MwHhTOxON0dCr9_65eevICyZnKiT3-GvfC,super but update news kidaika mandeenguthu,4,0,1.2026.034,2026-04-15 09:15:05,,,1.2026.034
5c5661f2-ef45-44b1-87ee-bd05ae3ca797,Abdoul hakim,https://play-lh.googleusercontent.com/a-/ALV-UjV1rGN3cv-BdQf5YpAuHszglzQoNxp5jpVuESLegAb_wNCidFZC,great,5,0,1.2026.097,2026-04-15 09:14:56,,,1.2026.097
be4deaa6-43f5-42ef-8687-16ab2463cfb6,Rude kid Rude kid,https://play-lh.googleusercontent.com/a/ACg8ocKBbM1c7M9SBOKKI3ykb5E18762ovflSd5bNdxp41RoAugKQw=mo,Good working,4,0,1.2026.090,2026-04-15 09:14:24,,,1.2026.090
affa4f64-49d9-42c0-bbde-a10b3f6fefa4,Pappu Kumar,https://play-lh.googleusercontent.com/a-/ALV-UjUSL2rPgj8RlAIynSIoS5_VoK0tjCd8DnGXPlbJPGqjAJmTeW5t,Good 👍,5,0,1.2026.097,2026-04-15 09:13:30,,,1.2026.097
dfb018e8-8033-4824-b830-b836d7d7390c,Virendra Kumar,https://play-lh.googleusercontent.com/a/ACg8ocKn3Z0fxmLZbKg-XAwfPSflc1pZsByQTjWb646TJqyzs6Z2ng=mo,good,4,0,1.2026.097,2026-04-15 09:13:29,,,1.2026.097
105453f9-bbc2-4639-a731-523861e359a0,Emmanuel Benjimin,https://play-lh.googleusercontent.com/a/ACg8ocI1BP3HSP6v0GKbc3FMGd9eSOQicAKaWDPN6FQWgH5tm1EgQw=mo,Love it,5,0,1.2026.090,2026-04-15 09:13:26,,,1.2026.090
7ce18397-298e-4340-b725-1626c887523a,Ravi Mishra,https://play-lh.googleusercontent.com/a-/ALV-UjXg3wkNyJ5ylUSOSHh2jPdR8rgLi5whn6pv4J1U5bpu3wxsXIMH,bad,1,0,1.2026.097,2026-04-15 09:13:18,,,1.2026.097
21b8955e-199f-4167-89e6-7921fba38d01,Pspradumn Nishad,https://play-lh.googleusercontent.com/a/ACg8ocK3-a0VQgAFhk61wLRxZ4N9sWDBhzralpzwxe5vUAPcapcSCQ=mo,🥰,4,0,1.2026.090,2026-04-15 09:13:15,,,1.2026.090
df3758f1-fee6-4b7b-9807-6dfe9c8a14bf,Yogesh Chouhan,https://play-lh.googleusercontent.com/a/ACg8ocL-wCEEoVP7kE8uCUR4jAveDBOpldI4lwOYwWo7D8E1C4GdnA=mo,my work become easy after using chatGPT,5,1,1.2026.097,2026-04-15 09:10:26,,,1.2026.097
2a1c8be8-f987-4018-b3f1-5063fb957531,Siva Murugan,https://play-lh.googleusercontent.com/a/ACg8ocJhVEHHWk6CaZs6Tev78JfV5YXxk99I7uVDN8fD31_0HT4gqg=mo,nice app,5,0,1.2026.076,2026-04-15 09:10:00,,,1.2026.076
9db71ac4-6755-428e-bf98-747e81225881,محمود وصفي عبد الرحمن,https://play-lh.googleusercontent.com/a/ACg8ocKj2aLUj-XFDtp2g3AxZdGZrX3irgit9V69vgqaRVCfMEjVd9E=mo,محمود وصفي عبد الرحمن,2,0,1.2026.097,2026-04-15 09:09:27,,,1.2026.097
12ac2e52-bb0e-4d53-a116-1fdf0a2aff85,Chandan Chandan,https://play-lh.googleusercontent.com/a/ACg8ocKlMqzFPUvUw0sMU5znIaqroH8g_OlT-a2D-UUXIVOtupJ-5A=mo,🥰🥰🥰🥰🥰🥰🥰,5,0,1.2026.069,2026-04-15 09:09:16,,,1.2026.069
b8f64b4f-10f5-4a48-8991-47029cb168be,Alhassan Rahmat,https://play-lh.googleusercontent.com/a-/ALV-UjW1kcmC17h-CY0NY2j8JuBRLOuLs-nb2oDsBd4C3ihOX0R06BM,it actually good to use when you know how to use it,5,0,1.2026.090,2026-04-15 09:09:13,,,1.2026.090
6e609978-2ad4-4b8d-99a1-faac6e22ffda,Antonia Vasile,https://play-lh.googleusercontent.com/a-/ALV-UjXZg73xmSHVo-36OoMYI8kjPIEeoDqT_6PLyo_qJH5jjdI2TWm9,Last update normal voice now has those chimes music after every single output turning a business tool in garbage as the ai can't be used with that music jumping at the end of each turn,1,0,1.2026.097,2026-04-15 09:09:02,,,1.2026.097
5354cf1e-29fb-47a8-9635-11bc7f122291,Shubham arya,https://play-lh.googleusercontent.com/a/ACg8ocKv5jsADoLIQUEkFM7YSs2o1YymomCDgspfScsqUgB0WHLqqw=mo,great,5,0,1.2026.097,2026-04-15 09:08:02,,,1.2026.097
681845a3-702c-4692-bb9a-96cfd34970fa,Saroj Verma,https://play-lh.googleusercontent.com/a/ACg8ocL99Ci5F8XDQBRrHBsUxdz-8CujY4ZR3TyKdzTrGj51KU9nLQ=mo,very good 👍,5,0,1.2026.097,2026-04-15 09:07:31,,,1.2026.097
752b4822-d247-4e22-b45e-0b25a2b65f5f,Felipe Martinez,https://play-lh.googleusercontent.com/a/ACg8ocJy_6XATwnjxs7MPJ4c8ozu6AO9YJwERBq-y7Jh-86UGnI1Vg=mo,Gtp rocks 💯,5,0,1.2026.097,2026-04-15 09:06:53,,,1.2026.097
4bb544e7-06cd-4a9b-a66e-bb36feb72db3,Lehlohononolo Sedia,https://play-lh.googleusercontent.com/a/ACg8ocLaeChRW5TBfWJtiTxZ98NAyOxreQLVw54cbVrwTDB8k8iEyQ=mo,amazing is the word,5,0,1.2026.097,2026-04-15 09:06:42,,,1.2026.097
95bedd1f-9f3c-4eee-b39b-52ecf559eba0,Amin Salloum,https://play-lh.googleusercontent.com/a/ACg8ocJ2IV4w-75z-dV_qRSUdhaat3AxRN06QUX-UfPy7AcHU0jqjA=mo,Not to bad not gonna lie but the limits of photos like today I wanted to post a photo to Chatgpt and I didn't post it and bam Your limit has hit pay money if you want to increase your limit and it is good but the limits are so frustrating,3,0,,2026-04-15 09:06:04,,,
